194,2020-11-01,00:12:47,F0000
130,2020-11-01,00:17:27,F0000
155,2020-11-01,00:22:22,F0000
173,2020-11-01,00:22:22,F0000
173,2020-11-01,00:25:35,F0000
129,2020-11-01,00:30:33,F0000
134,2020-11-01,00:58:05,F0000
22,2020-11-01,01:59:56,F0000
2,2020-11-01,17:04:46,F0000
2,2020-11-01,17:33:09,F0000
123,2020-11-01,17:33:22,F0000
123,2020-11-01,17:45:03,F0000
108,2020-11-01,17:45:26,F0000
22,2020-11-01,18:15:32,F0000
155,2020-11-01,18:17:05,F0000
146,2020-11-01,20:16:08,F0000
151,2020-11-01,20:16:08,F0000
146,2020-11-01,20:17:15,F0000
151,2020-11-01,20:17:15,F0000
130,2020-11-01,20:18:14,F0000
130,2020-11-01,20:19:07,F0000
134,2020-11-01,20:19:07,F0000
146,2020-11-01,20:19:41,F0000
130,2020-11-01,20:20:31,F0000
130,2020-11-01,20:21:11,F0000
146,2020-11-01,20:21:11,F0000
155,2020-11-01,20:25:24,F0000
146,2020-11-01,20:29:00,F0000
151,2020-11-01,20:29:00,F0000
139,2020-11-01,20:31:37,F0000
151,2020-11-01,20:31:37,F0000
151,2020-11-01,20:31:37,F0000
164,2020-11-01,20:31:37,F0000
12,2020-11-01,20:32:27,F0000
130,2020-11-01,20:32:27,F0000
131,2020-11-01,20:32:27,F0000
130,2020-11-01,20:33:47,F0000
146,2020-11-01,20:47:03,F0000
151,2020-11-01,20:47:03,F0000
164,2020-11-01,20:47:03,F0000
132,2020-11-01,20:51:41,F0000
154,2020-11-01,20:52:13,F0000
131,2020-11-01,20:54:35,F0000
133,2020-11-01,20:54:35,F0000
139,2020-11-01,21:05:32,F0000
140,2020-11-01,21:05:32,F0000
146,2020-11-01,21:05:32,F0000
130,2020-11-01,21:15:18,F0000
154,2020-11-01,21:17:08,F0000
154,2020-11-01,21:18:03,F0000
129,2020-11-01,21:20:20,F0000
139,2020-11-01,21:20:20,F0000
141,2020-11-01,21:20:20,F0000
146,2020-11-01,21:20:20,F0000
130,2020-11-01,21:25:09,F0000
134,2020-11-01,21:25:09,F0000
135,2020-11-01,21:27:58,F0000
134,2020-11-01,21:32:37,F0000
141,2020-11-01,21:39:52,F0000
146,2020-11-01,21:43:10,F0000
151,2020-11-01,21:43:10,F0000
164,2020-11-01,21:43:10,F0000
146,2020-11-01,21:43:41,F0000
140,2020-11-01,21:48:12,F0000
146,2020-11-01,21:48:12,F0000
130,2020-11-01,21:50:39,F0000
134,2020-11-01,21:50:39,F0000
130,2020-11-01,21:51:53,F0000
135,2020-11-01,21:51:53,F0000
134,2020-11-01,21:52:49,F0000
139,2020-11-01,21:52:49,F0000
154,2020-11-01,21:53:09,F0000
151,2020-11-01,22:06:46,F0000
146,2020-11-01,22:12:40,F0000
151,2020-11-01,22:12:40,F0000
22,2020-11-01,22:27:38,F0000
155,2020-11-01,22:38:42,F0000
156,2020-11-01,22:40:09,F0000
146,2020-11-01,22:47:24,F0000
108,2020-11-01,22:53:30,F0000
128,2020-11-01,22:53:30,F0000
146,2020-11-01,22:56:05,F0000
151,2020-11-01,22:56:05,F0000
108,2020-11-01,22:57:53,F0000
154,2020-11-01,23:03:48,F0000
175,2020-11-01,23:04:24,F0000
130,2020-11-01,23:05:13,F0000
154,2020-11-01,23:16:15,F0000
128,2020-11-01,23:21:17,F0000
146,2020-11-01,23:36:56,F0000
151,2020-11-01,23:36:56,F0000
139,2020-11-01,23:43:03,F0000
155,2020-11-01,23:48:44,F0000
130,2020-11-01,23:55:20,F0000
12,2020-11-01,00:55:21,F1001
94,2020-11-01,00:55:21,F1001
134,2020-11-01,00:55:21,F1001
156,2020-11-01,00:55:21,F1001
173,2020-11-01,00:55:21,F1001
134,2020-11-01,00:55:57,F1001
94,2020-11-01,00:58:28,F1001
94,2020-11-01,01:05:06,F1001
94,2020-11-01,01:08:39,F1001
94,2020-11-01,01:09:43,F1001
76,2020-11-01,23:17:35,F1001
22,2020-11-01,01:52:02,F1002
141,2020-11-01,21:19:52,F1014
146,2020-11-01,21:19:52,F1014
151,2020-11-01,21:19:52,F1014
141,2020-11-01,00:42:15,F1021
155,2020-11-01,00:56:57,F1021
156,2020-11-01,00:16:22,F1027
108,2020-11-01,18:05:22,F1027
128,2020-11-01,23:01:12,F1037
154,2020-11-01,23:01:12,F1037
141,2020-11-01,00:26:05,F1048
188,2020-11-01,22:28:44,F1127
141,2020-11-01,21:36:10,F1130
141,2020-11-01,21:36:10,F1130
156,2020-11-01,21:36:10,F1130
142,2020-11-01,21:37:22,F1130
129,2020-11-01,23:44:32,F1137
108,2020-11-01,23:45:35,F1137
128,2020-11-01,23:55:39,F1137
156,2020-11-01,23:55:39,F1137
130,2020-11-01,00:01:51,F1140
146,2020-11-01,00:01:51,F1140
151,2020-11-01,00:01:51,F1140
76,2020-11-01,00:18:25,F1140
