itemID,quantity,absHour,price,studGroup,tID,rating
22,1,17,15.0,F2,1,5
22,2,17,15.0,F4,3,3
25,2,17,10.0,F4,4,1
74,1,17,25.0,F3,2,1
108,1,18,20.0,F4,2,5
123,1,17,8.0,F3,2,2
123,1,17,8.0,F2,2,1
123,1,17,8.0,F4,2,5
123,1,17,8.0,F2,2,4
123,2,18,8.0,F4,1,2
123,2,17,8.0,F3,1,3
155,1,17,27.0,F4,5,3
156,1,17,30.0,F0,1,3
157,1,17,32.0,F0,1,2
159,1,17,20.0,F1,1,1
160,1,17,25.0,F3,1,2
163,1,17,20.0,F2,3,2
169,1,17,25.0,F3,3,4
169,1,17,25.0,F3,2,2
171,1,17,20.0,F3,1,1
171,1,17,20.0,F2,2,3
176,2,17,30.0,F4,2,1
179,1,17,23.0,F2,2,3
179,1,17,23.0,F2,2,3
2,1,17,8.0,F4,1,2
2,1,17,8.0,F4,1,4
2,1,17,8.0,F2,1,2
2,1,17,8.0,F2,1,5
2,1,17,8.0,F2,1,2
2,1,17,8.0,F3,1,4
2,2,17,8.0,F2,2,1
2,2,17,8.0,F2,1,2
2,2,17,8.0,F4,1,2
2,2,17,8.0,F2,1,3
2,2,17,8.0,F2,1,2
2,2,17,8.0,F3,1,1
2,2,17,8.0,F2,1,4
2,2,17,8.0,F2,1,4
2,2,17,8.0,F2,1,4
2,2,17,8.0,F2,1,1
2,2,17,8.0,F2,1,3
2,4,17,8.0,F4,1,3
21,1,17,30.0,F3,2,2
21,1,17,30.0,F0,1,1
22,2,17,15.0,F0,2,4
74,1,17,25.0,F4,2,1
74,1,17,25.0,F2,1,3
76,1,17,30.0,F2,1,2
76,1,17,30.0,F2,1,2
100,1,17,35.0,F2,1,1
108,1,17,20.0,F2,1,1
108,1,17,20.0,F2,2,2
123,1,17,8.0,F4,2,3
123,1,17,8.0,F2,2,2
123,1,17,8.0,F4,2,1
123,1,17,8.0,F4,3,3
123,1,17,8.0,F2,2,3
123,1,17,8.0,F3,2,4
123,1,17,8.0,F2,2,2
123,1,17,8.0,F2,2,5
123,2,18,8.0,F0,1,2
160,1,17,25.0,F4,1,4
160,1,17,25.0,F4,3,3
169,1,17,25.0,F3,1,4
169,1,17,25.0,F0,1,5
170,1,17,20.0,F0,1,4
170,2,17,20.0,F0,3,4
171,1,17,20.0,F2,2,2
179,1,17,23.0,F2,2,1
179,1,17,23.0,F2,1,2
183,1,17,20.0,F0,4,5
2,1,17,8.0,F2,1,3
2,1,17,8.0,F2,2,3
2,1,17,8.0,F2,1,2
2,1,17,8.0,F4,1,4
2,1,17,8.0,F3,1,5
2,1,17,8.0,F2,1,1
2,1,17,8.0,F3,1,4
2,1,17,8.0,F3,1,2
2,1,17,8.0,F1,1,3
2,1,17,8.0,F2,1,1
2,1,17,8.0,F2,1,2
2,1,17,8.0,F2,2,2
2,2,17,8.0,F3,1,1
2,2,17,8.0,F2,1,2
2,2,17,8.0,F2,1,1
2,2,17,8.0,F2,3,2
2,2,17,8.0,F4,1,2
2,2,17,8.0,F2,2,3
2,2,17,8.0,F2,1,4
2,2,17,8.0,F2,1,1
2,2,17,8.0,F0,1,2
2,2,17,8.0,F1,1,1
2,2,17,8.0,F3,1,2
2,2,17,8.0,F1,1,4
2,2,17,8.0,F2,1,1
2,2,17,8.0,F2,1,2
2,2,17,8.0,F2,3,4
2,3,17,8.0,F5,1,2
2,5,17,8.0,F1,1,2
21,1,17,30.0,F3,2,2
22,2,17,15.0,F1,2,5
25,1,17,10.0,F3,1,3
26,1,18,5.0,F3,1,5
46,2,17,18.0,F2,1,4
76,1,17,30.0,F3,2,4
93,1,17,32.0,F1,4,1
107,1,17,10.0,F2,4,5
123,1,17,8.0,F4,1,1
123,1,17,8.0,F2,3,4
