12,2020-10-01,22:21:32,D1001
128,2020-10-01,22:21:32,D1001
134,2020-10-01,22:21:32,D1001
135,2020-10-01,22:21:32,D1001
141,2020-10-01,22:21:32,D1001
148,2020-10-01,22:21:32,D1001
151,2020-10-01,22:21:32,D1001
164,2020-10-01,22:21:32,D1001
166,2020-10-01,22:21:32,D1001
139,2020-10-01,22:23:51,D1001
148,2020-10-01,22:23:51,D1001
15,2020-10-01,22:11:18,D1002
146,2020-10-01,22:11:18,D1002
148,2020-10-01,22:11:18,D1002
151,2020-10-01,22:11:18,D1002
154,2020-10-01,22:11:18,D1002
154,2020-10-01,22:11:18,D1002
164,2020-10-01,22:11:18,D1002
15,2020-10-01,22:12:59,D1002
107,2020-10-01,22:12:59,D1002
129,2020-10-01,22:12:59,D1002
140,2020-10-01,22:12:59,D1002
146,2020-10-01,22:12:59,D1002
151,2020-10-01,22:12:59,D1002
154,2020-10-01,22:12:59,D1002
157,2020-10-01,22:12:59,D1002
164,2020-10-01,22:12:59,D1002
2,2020-10-01,22:15:51,D1002
15,2020-10-01,22:15:51,D1002
130,2020-10-01,22:15:51,D1002
134,2020-10-01,22:15:51,D1002
140,2020-10-01,22:15:51,D1002
155,2020-10-01,22:15:51,D1002
155,2020-10-01,22:15:51,D1002
156,2020-10-01,22:15:51,D1002
161,2020-10-01,22:15:51,D1002
14,2020-10-01,22:17:23,D1002
15,2020-10-01,22:17:23,D1002
107,2020-10-01,22:17:23,D1002
154,2020-10-01,22:17:23,D1002
169,2020-10-01,22:17:23,D1002
173,2020-10-01,00:00:17,F0000
76,2020-10-01,00:03:34,F0000
130,2020-10-01,00:04:22,F0000
135,2020-10-01,00:04:22,F0000
134,2020-10-01,00:10:49,F0000
169,2020-10-01,00:14:13,F0000
146,2020-10-01,00:16:10,F0000
26,2020-10-01,00:26:39,F0000
134,2020-10-01,00:26:39,F0000
26,2020-10-01,00:30:12,F0000
173,2020-10-01,00:30:12,F0000
46,2020-10-01,00:30:37,F0000
161,2020-10-01,00:41:14,F0000
26,2020-10-01,00:47:26,F0000
154,2020-10-01,00:47:26,F0000
131,2020-10-01,00:47:35,F0000
76,2020-10-01,00:48:08,F0000
76,2020-10-01,00:48:38,F0000
151,2020-10-01,00:52:06,F0000
166,2020-10-01,00:52:06,F0000
161,2020-10-01,00:52:35,F0000
76,2020-10-01,01:03:03,F0000
25,2020-10-01,01:24:58,F0000
130,2020-10-01,01:35:43,F0000
46,2020-10-01,01:36:15,F0000
26,2020-10-01,01:38:25,F0000
141,2020-10-01,01:39:24,F0000
26,2020-10-01,01:43:48,F0000
76,2020-10-01,01:47:28,F0000
131,2020-10-01,01:48:35,F0000
2,2020-10-01,17:23:09,F0000
2,2020-10-01,17:41:28,F0000
123,2020-10-01,17:41:28,F0000
2,2020-10-01,17:54:49,F0000
2,2020-10-01,18:03:38,F0000
2,2020-10-01,18:07:54,F0000
164,2020-10-01,20:15:27,F0000
130,2020-10-01,20:15:44,F0000
130,2020-10-01,20:18:59,F0000
134,2020-10-01,20:19:29,F0000
151,2020-10-01,20:19:29,F0000
164,2020-10-01,20:19:29,F0000
166,2020-10-01,20:19:29,F0000
130,2020-10-01,20:20:03,F0000
151,2020-10-01,20:23:52,F0000
151,2020-10-01,20:23:52,F0000
164,2020-10-01,20:23:52,F0000
130,2020-10-01,20:24:19,F0000
12,2020-10-01,20:27:06,F0000
130,2020-10-01,20:28:08,F0000
76,2020-10-01,20:34:52,F0000
151,2020-10-01,20:34:52,F0000
135,2020-10-01,20:38:15,F0000
128,2020-10-01,20:40:50,F0000
130,2020-10-01,20:40:50,F0000
132,2020-10-01,20:40:50,F0000
134,2020-10-01,20:40:50,F0000
135,2020-10-01,20:40:50,F0000
151,2020-10-01,20:40:50,F0000
164,2020-10-01,20:40:50,F0000
93,2020-10-01,20:42:14,F0000
155,2020-10-01,20:42:14,F0000
131,2020-10-01,20:45:03,F0000
156,2020-10-01,20:45:53,F0000
161,2020-10-01,20:48:55,F0000
129,2020-10-01,20:50:41,F0000
130,2020-10-01,20:50:57,F0000
139,2020-10-01,20:51:29,F0000
132,2020-10-01,20:52:04,F0000
133,2020-10-01,20:52:04,F0000
151,2020-10-01,20:55:55,F0000
164,2020-10-01,20:55:55,F0000
129,2020-10-01,20:59:25,F0000
130,2020-10-01,20:59:25,F0000
130,2020-10-01,20:59:25,F0000
132,2020-10-01,20:59:25,F0000
134,2020-10-01,21:02:22,F0000
129,2020-10-01,21:02:56,F0000
154,2020-10-01,21:07:04,F0000
157,2020-10-01,21:07:04,F0000
173,2020-10-01,21:08:22,F0000
130,2020-10-01,21:11:00,F0000
155,2020-10-01,21:14:07,F0000
154,2020-10-01,21:14:30,F0000
161,2020-10-01,21:14:30,F0000
161,2020-10-01,21:15:09,F0000
12,2020-10-01,21:18:04,F0000
130,2020-10-01,21:18:04,F0000
14,2020-10-01,21:20:01,F0000
26,2020-10-01,21:20:01,F0000
161,2020-10-01,21:20:01,F0000
161,2020-10-01,21:24:28,F0000
154,2020-10-01,21:27:46,F0000
161,2020-10-01,21:29:31,F0000
12,2020-10-01,21:34:46,F0000
128,2020-10-01,21:44:54,F0000
151,2020-10-01,21:46:34,F0000
164,2020-10-01,21:46:34,F0000
155,2020-10-01,21:52:46,F0000
161,2020-10-01,21:52:46,F0000
130,2020-10-01,21:55:20,F0000
93,2020-10-01,22:14:01,F0000
132,2020-10-01,22:22:54,F0000
154,2020-10-01,22:22:54,F0000
169,2020-10-01,22:23:13,F0000
26,2020-10-01,22:23:21,F0000
134,2020-10-01,22:24:25,F0000
12,2020-10-01,22:28:32,F0000
76,2020-10-01,22:28:32,F0000
151,2020-10-01,22:28:32,F0000
164,2020-10-01,22:28:32,F0000
135,2020-10-01,22:36:42,F0000
14,2020-10-01,22:37:56,F0000
187,2020-10-01,22:37:56,F0000
130,2020-10-01,22:41:48,F0000
76,2020-10-01,23:05:21,F0000
128,2020-10-01,23:05:21,F0000
128,2020-10-01,23:11:57,F0000
154,2020-10-01,23:11:57,F0000
26,2020-10-01,23:21:33,F0000
128,2020-10-01,23:21:33,F0000
161,2020-10-01,23:22:48,F0000
130,2020-10-01,23:25:59,F0000
130,2020-10-01,23:29:24,F0000
12,2020-10-01,23:40:26,F0000
128,2020-10-01,23:40:26,F0000
173,2020-10-01,23:52:46,F0000
173,2020-10-01,23:57:41,F0000
130,2020-10-01,23:51:54,F1001
139,2020-10-01,22:19:03,F1006
169,2020-10-01,22:19:03,F1006
129,2020-10-01,20:45:38,F1014
130,2020-10-01,20:45:38,F1014
134,2020-10-01,00:05:16,F1017
168,2020-10-01,18:13:49,F1019
187,2020-10-01,18:13:49,F1019
76,2020-10-01,18:14:01,F1019
134,2020-10-01,23:55:28,F1019
76,2020-10-01,00:11:35,F1020
128,2020-10-01,21:16:08,F1027
134,2020-10-01,21:16:08,F1027
2,2020-10-01,17:08:40,F1034
18,2020-10-01,17:08:40,F1034
100,2020-10-01,17:08:40,F1034
130,2020-10-01,21:15:59,F1036
134,2020-10-01,21:35:53,F1036
76,2020-10-01,01:20:54,F1042
178,2020-10-01,01:20:54,F1042
130,2020-10-01,21:08:38,F1042
156,2020-10-01,21:08:38,F1042
25,2020-10-01,23:32:49,F1048
154,2020-10-01,23:32:49,F1048
154,2020-10-01,01:00:02,F1054
154,2020-10-01,22:21:37,F1057
76,2020-10-01,22:43:11,F1057
128,2020-10-01,21:15:28,F1059
134,2020-10-01,21:19:02,F1059
12,2020-10-01,22:19:41,F1061
128,2020-10-01,22:29:45,F1061
154,2020-10-01,22:29:45,F1061
2,2020-10-01,17:17:42,F1063
2,2020-10-01,17:21:33,F1063
154,2020-10-01,00:19:05,F1072
128,2020-10-01,23:36:43,F1085
138,2020-10-01,23:36:43,F1085
12,2020-10-01,23:46:07,F1085
130,2020-10-01,23:46:07,F1085
141,2020-10-01,01:44:43,F1097
74,2020-10-01,01:59:28,F1097
93,2020-10-01,01:59:28,F1097
135,2020-10-01,20:50:38,F1097
155,2020-10-01,21:15:52,F1097
154,2020-10-01,21:30:59,F1097
157,2020-10-01,21:32:49,F1097
15,2020-10-01,21:49:55,F1097
128,2020-10-01,21:49:55,F1097
135,2020-10-01,21:49:55,F1097
154,2020-10-01,21:49:55,F1097
169,2020-10-01,21:49:55,F1097
154,2020-10-01,22:24:13,F1098
129,2020-10-01,22:27:21,F1098
