3,720,"['2', '2']"
2,2003,['1']
3,434,"['2', '2']"
2,1744,"['3', '1']"
1,1695,"['1', '1', '2', '1', '1', '2', '3', '1', '1', '1', '1']"
5,578,['2']
1,1159,"['1', '2', '1', '3', '1', '1', '2', '3', '4', '1', '2', '1', '2', '1', '1', '1', '1', '1']"
4,1500,['1']
1,1976,"['1', '2', '1', '1', '1', '1', '1', '2', '1']"
3,1214,['1']
2,78,"['3', '1', '1', '2', '1', '1', '1', '1', '1']"
2,373,"['1', '2', '1', '1']"
2,2188,['1']
1,439,"['1', '1', '2', '1', '2', '1', '2', '1', '3', '1', '1', '1', '2', '1', '1', '1']"
2,204,"['1', '2', '1', '1', '1', '1', '1']"
1,869,"['1', '1', '1', '1', '2', '1', '1', '1', '3', '1', '1', '1', '1', '1', '1']"
1,765,"['2', '1', '1', '1', '1', '4', '1', '1', '1', '1', '1', '1', '1']"
4,1728,['1']
1,725,"['1', '1', '2', '1', '1', '1', '2', '2', '1', '1', '1', '2', '1', '1', '2', '1', '1', '2', '3']"
2,569,"['2', '1']"
3,1385,['1']
4,342,"['1', '1', '2']"
1,2274,"['1', '2', '1']"
2,787,['2']
2,352,"['1', '1', '1']"
1,262,"['1', '1', '1', '1', '1', '2', '1', '1', '1', '1', '2']"
5,474,['2']
2,1958,['1']
3,1403,['1']
1,2157,"['1', '2', '1', '2', '3', '1', '2', '1']"
1,920,"['2', '1', '1', '1', '1', '1', '1', '1', '1', '2', '1', '2', '1']"
1,1790,"['1', '1', '2', '3', '1', '1', '1', '1', '2', '3', '1', '1', '1', '1', '1']"
3,794,"['1', '2']"
2,1813,"['1', '1']"
3,1599,"['1', '4']"
2,998,"['1', '1']"
4,489,['2']
3,934,['1']
5,763,['1']
1,192,"['1', '2', '1', '1', '2', '1', '1', '1', '1', '1', '1']"
1,460,"['1', '1', '1', '1', '1', '1', '2', '3', '1', '1', '2', '3', '4', '1', '2', '1', '1']"
1,2312,['1']
1,631,"['1', '1', '1', '2', '1', '1', '1', '2', '1', '2', '2', '1', '2', '3', '1']"
1,613,"['1', '1', '1', '1', '1', '1', '1', '1']"
2,1913,['1']
1,540,"['1', '2', '3', '5', '2', '1', '1', '1', '2', '1', '1', '1', '1', '2', '1', '1']"
3,74,['2']
4,907,['1']
4,323,['1']
2,498,['2']
6,772,['1']
1,1542,"['1', '2', '3', '1', '1', '1', '2', '1', '1', '1', '1', '2', '1', '1', '1', '1']"
1,845,"['1', '2', '1', '1', '2', '1', '2', '1', '1', '1', '2', '3', '1', '2', '1', '1', '1', '2']"
2,1276,"['1', '1', '1', '1']"
3,1457,['2']
1,2246,['1']
4,82,['1']
2,1936,['2']
3,677,['2']
1,1031,"['1', '1', '1', '1', '1', '1', '1', '2', '1', '2', '1', '2', '1']"
5,432,['1']
1,1678,"['1', '1', '1', '1', '2', '1', '1', '2', '1', '1', '1', '2', '1']"
5,950,['1']
1,1047,"['1', '1', '1', '1', '2', '3', '1', '2', '3', '1', '1', '1']"
4,1440,['3']
2,30,"['1', '1', '1', '1', '1', '1', '1']"
2,2133,"['1', '1']"
1,650,"['1', '1', '1', '2', '1', '1', '1', '1', '1', '1', '2', '1', '2', '1', '2']"
3,1002,"['1', '1']"
2,1514,"['1', '1', '2']"
1,1820,"['1', '1', '1', '2', '1', '1', '1', '1', '1', '2', '1', '2', '1', '1']"
1,1113,"['1', '1', '2', '1', '1', '2', '1', '1', '2', '1', '2', '1', '2', '3', '2', '1', '1', '2', '1', '1']"
4,417,"['2', '1']"
1,1860,"['1', '2', '1', '2', '3', '1', '1', '1', '1', '2', '1', '1']"
1,1075,"['1', '2', '1', '1', '2', '3', '1', '1', '1', '1', '2', '1', '2', '1', '1']"
4,452,['1']
2,1488,"['1', '1', '1']"
1,217,"['1', '1', '2', '1', '2', '1', '1', '2', '3', '1', '2', '3', '4', '1', '2', '3', '1', '2', '2', '1', '1', '2', '1', '2']"
1,1332,"['1', '1', '2', '1', '1', '2', '1', '1', '3', '1', '2', '1', '1', '2', '1']"
1,137,"['1', '2', '1', '1', '2', '1', '2', '3', '1', '1', '1']"
1,382,"['1', '3', '2', '1', '1', '1', '1', '3', '2', '2', '1', '2', '1', '1', '2']"
1,758,"['1', '2', '1', '2', '3', '1', '2', '1', '1', '2', '1', '1', '2', '1', '1', '2', '1', '1', '1', '2', '1']"
9,313,['1']
2,641,"['1', '1', '1']"
2,164,"['2', '1', '1', '2', '1', '2']"
1,813,"['1', '1', '1', '2', '1', '1', '1', '1', '1', '2', '1', '1', '1', '1']"
2,953,"['1', '1']"
12,148,['5']
1,1974,"['1', '1', '2', '1', '1', '1', '1', '1', '2']"
2,528,['2']
1,2046,"['1', '1', '1', '1', '1', '1', '2', '1', '2']"
1,1386,"['1', '1', '2', '1', '1', '2', '1', '1', '1', '2', '1', '1', '1', '1', '1', '2']"
2,1947,['1']
2,109,"['2', '1', '1', '1', '2', '2']"
5,1594,['1']
1,1037,"['1', '1', '2', '1', '1', '2', '3', '4', '1', '1', '1', '1', '1', '1']"
2,851,"['2', '2', '1', '2', '3']"
2,1318,"['1', '2', '1', '1', '2', '1']"
1,1756,"['1', '1', '2', '1', '1', '1', '2', '1', '1', '1', '2', '1']"
2,400,"['2', '1']"
1,259,"['1', '2', '1', '1', '1', '2', '2', '1', '1', '2', '1', '2', '1', '1']"
1,676,"['1', '2', '1', '1', '1', '2', '1', '1', '1', '1', '1', '2', '1', '1', '1']"
2,1968,"['1', '1', '1', '2']"
2,993,['2']
3,362,"['3', '2', '2']"
2,969,"['1', '1']"
6,1345,['1']
2,538,"['1', '2']"
1,792,"['1', '2', '1', '1', '1', '1', '1', '1', '1', '2', '1']"
2,985,['1']
4,666,['1']
1,494,"['1', '1', '2', '1', '2', '1', '1', '1', '1', '1', '2', '1', '3', '1', '1', '2', '1']"
4,247,['1']
1,2000,"['1', '1', '1', '1', '1', '1', '2']"
20,719,['3']
2,906,['2']
2,1066,"['1', '1', '1', '2', '2']"
2,1357,"['1', '2', '3', '1']"
3,493,"['2', '1', '1']"
5,90,['1']
2,1996,"['1', '2', '1']"
2,1159,"['2', '1']"
1,2014,"['1', '1', '1', '2', '1', '1', '1', '2', '3']"
2,1045,"['1', '1']"
