2020-11-13,1182,['14']
2020-11-08,510,"['107', '128', '169']"
2020-11-27,432,['142']
2020-11-22,333,['76']
2020-11-24,1206,['128']
2020-11-11,25,"['76', '123']"
2020-11-07,5,['107']
2020-11-24,1690,"['128', '134']"
2020-11-11,684,"['128', '140']"
2020-11-15,706,['93']
2020-11-26,1442,['76']
2020-11-25,218,"['76', '141']"
2020-11-12,49,"['2', '123']"
2020-11-26,657,"['139', '169']"
2020-11-22,328,['12']
2020-11-01,509,"['108', '128']"
2020-11-23,778,['166']
2020-11-09,834,"['15', '134', '154']"
2020-11-07,220,"['151', '164']"
2020-11-11,105,['188']
2020-11-27,635,"['1', '160']"
2020-11-07,473,"['146', '151']"
2020-11-24,1032,['154']
2020-11-04,228,['193']
2020-11-18,1235,"['130', '140']"
2020-11-25,1057,['12']
2020-11-29,1175,['138']
2020-11-18,1395,"['154', '169', '193']"
2020-11-21,397,['128']
2020-11-23,518,['196']
2020-11-11,893,['141']
2020-11-04,170,"['146', '151']"
2020-11-26,1300,['146']
2020-11-25,1602,"['25', '169']"
2020-11-17,1624,['134']
2020-11-28,275,['21']
2020-11-17,1456,['107']
2020-11-16,1212,['134']
2020-11-26,1520,['25']
2020-11-01,429,['151']
2020-11-12,40,"['2', '123']"
2020-11-08,717,['142']
2020-11-15,1137,"['48', '129', '142']"
2020-11-04,60,"['2', '123']"
2020-11-09,755,"['124', '169']"
2020-11-27,703,"['76', '108']"
2020-11-02,249,"['129', '130']"
2020-11-11,47,"['2', '123']"
2020-11-18,257,['107']
2020-11-21,1423,['48']
2020-11-19,772,['107']
2020-11-01,511,['128']
2020-11-24,1860,['134']
2020-11-26,110,['2']
2020-11-14,107,['123']
2020-11-16,1498,['195']
2020-11-10,18,['2']
2020-11-07,504,['154']
2020-11-05,381,['93']
2020-11-09,660,['130']
2020-11-13,204,"['130', '134', '151', '164']"
2020-11-17,281,['130']
2020-11-29,751,['169']
2020-11-14,524,"['146', '151']"
2020-11-12,1058,['128']
2020-11-17,478,['154']
2020-11-15,730,['142']
2020-11-27,925,"['1', '21', '154']"
2020-11-21,182,"['2', '107']"
2020-11-25,899,['12']
2020-11-10,968,"['76', '134', '188']"
2020-11-20,1030,['154']
2020-11-27,188,['188']
2020-11-08,1232,"['15', '175']"
2020-11-12,893,['135']
2020-11-09,17,['2']
2020-11-23,1000,"['19', '76', '128', '154']"
2020-11-18,236,['188']
2020-11-27,122,['2']
2020-11-26,1474,['26']
2020-11-27,806,"['134', '142']"
2020-11-09,295,['124']
2020-11-08,1143,['160']
2020-11-14,173,['188']
2020-11-10,108,['25']
2020-11-22,192,['93']
2020-11-07,388,['142']
2020-11-17,1414,['12']
2020-11-21,546,"['20', '107', '128']"
