BillNo,ItemID,Quantity,SellingDate,SellingPrice,StudentID,TransactionID,final_rating
150,128,2,2020-08-18 20:24:07,25.000000,"F3874",5,5
150,130,1,2020-08-14 22:01:41,21.000000,"F0000",1,3
150,130,1,2020-08-26 20:27:30,21.000000,"F0000",3,2
150,130,1,2020-08-27 20:36:08,21.000000,"F0000",1,4
150,130,1,2020-08-28 20:18:31,21.000000,"F4435",1,4
150,134,1,2020-08-15 21:42:37,15.000000,"F0000",1,3
150,134,1,2020-08-21 20:14:01,15.000000,"F2456",2,2
150,148,1,2020-08-16 21:37:19,90.000000,"F0000",1,5
150,148,1,2020-08-22 20:20:14,90.000000,"F4639",2,5
150,148,1,2020-08-26 20:27:30,90.000000,"F0000",1,4
150,148,4,2020-08-21 20:14:01,90.000000,"F2456",1,5
150,151,2,2020-08-20 20:33:42,12.000000,"F2433",2,1
150,151,3,2020-08-29 20:15:27,12.000000,"F2423",2,3
150,151,5,2020-08-18 20:24:07,12.000000,"F3874",2,2
150,154,1,2020-08-17 20:31:55,22.000000,"F4067",2,4
150,154,1,2020-08-25 20:37:49,22.000000,"F3300",1,3
150,155,1,2020-08-12 21:54:40,27.000000,"F0000",1,4
150,155,1,2020-08-18 20:24:07,27.000000,"F3874",3,2
150,155,1,2020-08-24 20:18:29,27.000000,"F3128",3,5
150,156,1,2020-08-23 20:22:40,30.000000,"F4479",2,2
150,161,2,2020-08-18 20:24:07,12.000000,"F3874",4,2
150,164,1,2020-08-18 20:24:07,81.000000,"F3874",1,5
150,164,1,2020-08-20 20:33:42,81.000000,"F2433",1,3
150,164,1,2020-08-22 20:20:14,81.000000,"F4639",1,2
150,164,1,2020-08-29 20:15:27,81.000000,"F2423",1,5
151,107,1,2020-08-12 21:56:45,10.000000,"F0000",2,4
151,128,1,2020-08-12 21:56:45,25.000000,"F0000",4,4
151,128,1,2020-08-23 20:22:45,25.000000,"F3153",2,3
151,129,1,2020-08-21 20:14:13,16.000000,"F3752",1,1
151,130,1,2020-08-12 21:56:45,21.000000,"F0000",1,2
151,130,1,2020-08-27 20:36:24,21.000000,"F2136",1,1
151,130,1,2020-08-28 20:18:37,21.000000,"F4841",1,2
151,130,2,2020-08-12 21:56:45,21.000000,"F0000",3,3
151,148,1,2020-08-24 20:18:40,90.000000,"F4651",1,5
151,148,1,2020-08-25 20:38:01,90.000000,"F4253",2,3
151,148,1,2020-08-26 20:27:43,90.000000,"F2477",1,5
151,151,2,2020-08-25 20:38:01,12.000000,"F4253",3,1
151,151,3,2020-08-20 20:33:58,12.000000,"F3874",2,2
151,151,3,2020-08-22 20:20:20,12.000000,"F4496",1,2
151,151,4,2020-08-17 20:32:13,12.000000,"F2124",2,3
151,154,1,2020-08-14 22:02:23,22.000000,"F0000",1,3
151,154,1,2020-08-15 21:43:09,22.000000,"F0000",1,2
151,154,1,2020-08-25 20:38:01,22.000000,"F4253",1,3
151,154,1,2020-08-27 20:36:24,22.000000,"F2136",2,2
151,155,1,2020-08-18 20:24:10,27.000000,"F4123",1,1
151,156,1,2020-08-12 21:56:45,30.000000,"F0000",6,3
151,156,1,2020-08-23 20:22:45,30.000000,"F3153",1,3
151,156,1,2020-08-26 20:27:43,30.000000,"F2477",2,3
151,156,4,2020-08-13 21:52:36,30.000000,"F0000",1,4
151,161,1,2020-08-12 21:56:45,12.000000,"F0000",5,3
151,161,1,2020-08-12 21:56:45,12.000000,"F0000",7,3
151,161,2,2020-08-16 21:37:47,12.000000,"F0000",1,1
151,164,1,2020-08-17 20:32:13,81.000000,"F2124",1,3
151,164,1,2020-08-20 20:33:58,81.000000,"F3874",1,5
152,12,1,2020-08-25 20:38:06,30.000000,"F2487",1,5
152,12,1,2020-08-26 20:27:45,30.000000,"F2540",1,3
152,15,1,2020-08-23 20:22:51,35.000000,"F3362",2,1
152,74,1,2020-08-19 20:16:20,25.000000,"F4536",1,5
152,128,1,2020-08-24 20:18:46,25.000000,"F4581",1,5
152,129,1,2020-08-27 20:37:20,16.000000,"F0000",2,5
152,130,1,2020-08-12 21:56:59,21.000000,"F0000",1,4
152,130,1,2020-08-27 20:37:20,21.000000,"F0000",1,3
152,130,1,2020-08-29 20:15:53,21.000000,"F2683",1,2
152,134,2,2020-08-12 21:56:59,15.000000,"F0000",2,1
152,134,2,2020-08-22 20:20:42,15.000000,"F1202",1,3
152,146,1,2020-08-18 20:24:19,85.000000,"F4639",2,4
152,148,1,2020-08-16 21:38:14,90.000000,"F0000",1,5
152,148,1,2020-08-16 21:38:14,90.000000,"F0000",2,4
152,148,1,2020-08-21 20:14:25,90.000000,"F5428",1,5
152,151,3,2020-08-18 20:24:19,12.000000,"F4639",1,1
152,154,1,2020-08-23 20:22:51,22.000000,"F3362",1,4
152,154,2,2020-08-17 20:32:19,22.000000,"F3463",1,4
152,154,3,2020-08-25 20:38:06,22.000000,"F2487",2,4
152,155,1,2020-08-14 22:02:40,27.000000,"F0000",1,2
152,156,1,2020-08-15 21:43:38,30.000000,"F0000",1,3
152,156,1,2020-08-28 20:18:44,30.000000,"F4435",1,5
152,159,1,2020-08-20 20:34:02,20.000000,"F4123",1,4
152,159,2,2020-08-13 21:52:56,20.000000,"F0000",1,1
152,163,2,2020-08-22 20:20:42,20.000000,"F1202",2,3
152,169,1,2020-08-21 20:14:25,25.000000,"F5428",2,5
153,12,1,2020-08-24 20:18:58,30.000000,"F2785",1,3
153,19,1,2020-08-20 20:34:08,20.000000,"F4082",2,4
153,46,1,2020-08-20 20:34:08,18.000000,"F4082",1,2
153,107,1,2020-08-23 20:23:03,10.000000,"F3757",3,2
153,123,1,2020-08-19 20:16:24,8.000000,"F2412",1,4
153,123,1,2020-08-28 20:19:13,8.000000,"F2142",1,5
153,124,1,2020-08-25 20:38:11,25.000000,"F4505",2,3
153,128,1,2020-08-13 21:53:54,25.000000,"F0000",1,5
153,128,1,2020-08-23 20:23:03,25.000000,"F3757",1,5
153,128,1,2020-08-24 20:18:58,25.000000,"F2785",2,5
153,128,3,2020-08-22 20:21:17,25.000000,"F3822",1,5
153,133,1,2020-08-16 21:38:26,21.000000,"F0000",1,1
153,135,1,2020-08-27 20:37:45,21.000000,"H2222",1,2
153,139,1,2020-08-29 20:16:34,21.000000,"F2418",1,3
153,140,1,2020-08-23 20:23:03,26.000000,"F3757",2,1
153,146,1,2020-08-14 22:04:23,85.000000,"F0000",1,5
153,148,1,2020-08-15 21:44:57,90.000000,"F0000",1,5
153,148,1,2020-08-26 20:27:49,90.000000,"F2345",1,3
153,148,2,2020-08-21 20:14:54,90.000000,"F3245",1,3
153,151,1,2020-08-18 20:24:28,12.000000,"F4496",3,1
153,151,2,2020-08-14 22:04:23,12.000000,"F0000",2,1
153,151,2,2020-08-18 20:24:28,12.000000,"F4496",2,1
153,151,4,2020-08-21 20:14:54,12.000000,"F3245",2,1
153,154,1,2020-08-13 21:53:54,22.000000,"F0000",2,1
153,154,1,2020-08-22 20:21:17,22.000000,"F3822",2,3
153,154,1,2020-08-25 20:38:11,22.000000,"F4505",1,2
153,155,1,2020-08-23 20:23:03,27.000000,"F3757",4,4
153,156,1,2020-08-12 21:57:18,30.000000,"F0000",1,5
153,157,1,2020-08-29 20:16:34,32.000000,"F2418",2,1
153,159,1,2020-08-28 20:19:13,20.000000,"F2142",2,5
153,163,1,2020-08-22 20:21:17,20.000000,"F3822",3,5
153,164,1,2020-08-18 20:24:28,81.000000,"F4496",1,5
154,12,1,2020-08-13 21:54:24,30.000000,"F0000",1,4
154,12,1,2020-08-25 20:38:17,30.000000,"F3776",1,5
154,16,1,2020-08-14 22:04:51,5.000000,"F0000",1,4
154,128,1,2020-08-13 21:54:24,25.000000,"F0000",2,4
154,128,1,2020-08-16 21:38:49,25.000000,"F0000",1,3
154,128,2,2020-08-22 20:21:31,25.000000,"F3306",1,4
154,130,1,2020-08-15 21:45:17,21.000000,"F0000",1,1
154,132,1,2020-08-26 20:28:44,21.000000,"F0000",4,2
154,135,1,2020-08-20 20:34:12,21.000000,"F4649",1,4
154,138,1,2020-08-23 20:23:38,22.000000,"F0000",2,5
154,138,1,2020-08-25 20:38:17,22.000000,"F3776",2,5
154,139,1,2020-08-26 20:28:44,21.000000,"F0000",5,3
154,140,1,2020-08-18 20:24:34,26.000000,"F4527",1,3
154,140,1,2020-08-24 20:19:07,26.000000,"F3831",1,2
154,146,1,2020-08-21 20:14:58,85.000000,"F3102",1,5
154,146,1,2020-08-26 20:28:44,85.000000,"F0000",1,5
154,148,1,2020-08-23 20:23:38,90.000000,"F0000",1,2
154,151,2,2020-08-19 20:16:31,12.000000,"F4312",1,1
154,151,3,2020-08-21 20:14:58,12.000000,"F3102",2,3
154,151,3,2020-08-26 20:28:44,12.000000,"F0000",2,2
154,154,1,2020-08-22 20:21:31,22.000000,"F3306",2,2
154,155,1,2020-08-17 20:32:28,27.000000,"F3301",1,4
154,155,1,2020-08-24 20:19:07,27.000000,"F3831",2,2
154,155,1,2020-08-29 20:16:39,27.000000,"F3570",1,4
154,156,1,2020-08-13 21:54:24,30.000000,"F0000",3,2
154,156,1,2020-08-26 20:28:44,30.000000,"F0000",3,3
154,161,1,2020-08-12 21:58:03,12.000000,"F0000",1,4
154,161,2,2020-08-27 20:38:52,12.000000,"F0000",1,5
154,169,1,2020-08-28 20:19:19,25.000000,"F2259",1,3
155,19,1,2020-08-23 20:23:50,20.000000,"F3363",2,5
155,124,1,2020-08-25 20:38:27,25.000000,"F3870",1,5
155,128,1,2020-08-16 21:40:09,25.000000,"F0000",1,5
155,128,2,2020-08-22 20:21:36,25.000000,"F3171",2,5
155,129,1,2020-08-27 20:41:21,16.000000,"F2739",1,3
155,130,1,2020-08-27 20:41:21,21.000000,"F2739",2,1
155,135,1,2020-08-13 21:56:19,21.000000,"F0000",1,4
155,135,1,2020-08-16 21:40:09,21.000000,"F0000",3,1
155,140,1,2020-08-17 20:32:37,26.000000,"F4494",1,1
155,140,1,2020-08-18 20:24:38,26.000000,"F2402",1,1
155,146,1,2020-08-14 22:06:54,85.000000,"F0000",2,3
155,146,1,2020-08-29 20:17:02,85.000000,"F2423",1,4
155,148,1,2020-08-14 22:06:54,90.000000,"F0000",1,4
155,148,1,2020-08-24 20:19:09,90.000000,"F0000",1,3
155,148,2,2020-08-21 20:15:02,90.000000,"F3507",1,4
155,151,2,2020-08-19 20:16:39,12.000000,"F2042",1,2
155,151,2,2020-08-20 20:35:08,12.000000,"F0000",2,5
155,151,3,2020-08-14 22:06:54,12.000000,"F0000",3,2
155,151,3,2020-08-29 20:17:02,12.000000,"F2423",2,3
155,154,1,2020-08-16 21:40:09,22.000000,"F0000",2,2
155,154,1,2020-08-16 21:40:09,22.000000,"F0000",4,4
155,154,1,2020-08-22 20:21:36,22.000000,"F3171",1,4
155,155,1,2020-08-17 20:32:37,27.000000,"F4494",2,4
155,155,1,2020-08-26 20:28:53,27.000000,"F4543",1,3
155,156,1,2020-08-18 20:24:38,30.000000,"F2402",2,2
155,156,1,2020-08-20 20:35:08,30.000000,"F0000",3,5
155,156,1,2020-08-23 20:23:50,30.000000,"F3363",1,4
155,159,1,2020-08-12 21:58:22,20.000000,"F3698",1,3
155,161,2,2020-08-15 21:47:07,12.000000,"F0000",1,4
155,164,1,2020-08-20 20:35:08,81.000000,"F0000",1,5
155,168,1,2020-08-25 20:38:27,27.000000,"F3870",2,4
155,169,1,2020-08-28 20:19:41,25.000000,"F2069",1,2
156,12,1,2020-08-13 21:57:20,30.000000,"F0000",3,5
156,15,1,2020-08-25 20:38:31,35.000000,"F3497",1,3
156,15,2,2020-08-21 20:15:14,35.000000,"F3621",1,3
156,21,1,2020-08-17 20:32:53,30.000000,"F3822",5,5
156,74,1,2020-08-21 20:15:14,25.000000,"F3621",2,3
156,128,1,2020-08-13 21:57:20,25.000000,"F0000",2,4
156,128,1,2020-08-16 21:40:35,25.000000,"F0000",2,5
156,128,1,2020-08-17 20:32:53,25.000000,"F3822",6,2
156,128,2,2020-08-22 20:21:41,25.000000,"F2169",1,5
156,130,1,2020-08-13 21:57:20,21.000000,"F0000",4,1
156,130,2,2020-08-24 20:19:20,21.000000,"F2029",1,4
156,133,1,2020-08-16 21:40:35,21.000000,"F0000",1,4
156,135,1,2020-08-13 21:57:20,21.000000,"F0000",1,4
156,135,1,2020-08-15 21:47:25,21.000000,"F0000",1,1
156,136,1,2020-08-23 20:23:54,25.000000,"F3776",1,1
156,139,1,2020-08-13 21:57:20,21.000000,"F0000",6,1
156,148,1,2020-08-17 20:32:53,90.000000,"F3822",1,5
156,148,1,2020-08-17 20:32:53,90.000000,"F3822",3,4
156,154,1,2020-08-14 22:08:05,22.000000,"F0000",2,3
156,154,1,2020-08-15 21:47:25,22.000000,"F0000",2,1
156,154,1,2020-08-18 20:24:44,22.000000,"F4565",2,3
156,154,1,2020-08-19 20:17:30,22.000000,"F4263",1,4
156,154,1,2020-08-22 20:21:41,22.000000,"F2169",2,1
156,154,4,2020-08-13 21:57:20,22.000000,"F0000",5,3
156,154,7,2020-08-17 20:32:53,22.000000,"F3822",2,4
156,155,1,2020-08-12 22:00:34,27.000000,"F0000",1,3
156,155,1,2020-08-18 20:24:44,27.000000,"F4565",1,2
156,155,1,2020-08-29 20:17:11,27.000000,"F3570",1,4
156,156,1,2020-08-14 22:08:05,30.000000,"F0000",1,2
156,163,2,2020-08-17 20:32:53,20.000000,"F3822",4,2
156,166,1,2020-08-20 20:35:26,85.000000,"F2653",1,2
156,170,1,2020-08-27 20:41:27,20.000000,"F2739",1,4
156,170,2,2020-08-26 20:29:07,20.000000,"F0000",1,4
156,171,1,2020-08-28 20:19:45,20.000000,"F2342",1,3
157,12,1,2020-08-20 20:35:33,30.000000,"F2540",1,3
157,12,1,2020-08-25 20:38:38,30.000000,"F3659",3,4
157,124,1,2020-08-25 20:38:38,25.000000,"F3659",2,4
157,128,1,2020-08-14 22:08:45,25.000000,"F0000",1,5
157,128,1,2020-08-22 20:21:45,25.000000,"F3175",1,5
157,129,1,2020-08-29 20:17:32,16.000000,"F0000",2,4
157,129,2,2020-08-23 20:23:58,16.000000,"F0000",1,1
157,134,1,2020-08-12 22:01:05,15.000000,"F0000",1,2
157,134,1,2020-08-29 20:17:32,15.000000,"F0000",1,1
157,135,1,2020-08-12 22:01:05,21.000000,"F0000",2,1
157,135,1,2020-08-26 20:29:52,21.000000,"F2856",5,1
157,135,2,2020-08-27 20:41:38,21.000000,"F2670",1,5
157,136,1,2020-08-28 20:20:24,25.000000,"F0000",1,1
157,139,1,2020-08-13 21:57:37,21.000000,"F0000",2,4
157,146,1,2020-08-17 20:33:50,85.000000,"F2458",1,4
157,148,1,2020-08-16 21:41:02,90.000000,"F0000",1,5
157,148,4,2020-08-26 20:29:52,90.000000,"F2856",1,2
157,148,4,2020-08-26 20:29:52,90.000000,"F2856",2,4
157,151,2,2020-08-17 20:33:50,12.000000,"F2458",2,1
157,154,1,2020-08-13 21:57:37,22.000000,"F0000",1,3
157,154,1,2020-08-19 20:17:34,22.000000,"F4673",1,3
157,154,1,2020-08-21 20:15:21,22.000000,"F3485",1,3
157,154,1,2020-08-22 20:21:45,22.000000,"F3175",2,4
157,154,1,2020-08-25 20:38:38,22.000000,"F3659",1,3
157,154,2,2020-08-14 22:08:45,22.000000,"F0000",2,5
157,154,2,2020-08-27 20:41:38,22.000000,"F2670",3,3
157,156,4,2020-08-26 20:29:52,30.000000,"F2856",3,3
157,161,2,2020-08-27 20:41:38,12.000000,"F2670",2,5
157,161,4,2020-08-18 20:24:51,12.000000,"F5711",1,2
157,165,1,2020-08-15 21:47:37,30.000000,"F3587",1,4
157,166,1,2020-08-26 20:29:52,85.000000,"F2856",6,4
157,170,1,2020-08-26 20:29:52,20.000000,"F2856",4,4
158,12,1,2020-08-22 20:21:59,30.000000,"F5903",2,1
158,15,1,2020-08-12 22:02:21,35.000000,"F3527",3,1
158,16,1,2020-08-13 21:57:52,5.000000,"F0000",1,5
158,51,1,2020-08-12 22:02:21,15.000000,"F3527",2,5
158,74,1,2020-08-19 20:17:40,25.000000,"F4263",1,2
158,74,1,2020-08-22 20:21:59,25.000000,"F5903",1,1
158,124,1,2020-08-25 20:38:43,25.000000,"F4706",1,4
158,128,1,2020-08-15 21:48:22,25.000000,"F0000",3,4
158,130,1,2020-08-28 20:21:20,21.000000,"F2259",1,3
158,134,1,2020-08-16 21:41:19,15.000000,"F0000",1,1
158,138,1,2020-08-26 20:30:08,22.000000,"F3173",6,3
158,146,1,2020-08-15 21:48:22,85.000000,"F0000",1,5
158,146,1,2020-08-24 20:19:45,85.000000,"F4139",1,5
158,146,1,2020-08-26 20:30:08,85.000000,"F3173",2,4
158,148,1,2020-08-21 20:16:05,90.000000,"F3736",1,4
158,151,2,2020-08-14 22:09:46,12.000000,"F0000",1,2
158,151,2,2020-08-15 21:48:22,12.000000,"F0000",2,1
158,151,2,2020-08-21 20:16:05,12.000000,"F3736",2,2
158,151,3,2020-08-20 20:35:41,12.000000,"F3874",2,1
158,151,3,2020-08-24 20:19:45,12.000000,"F4139",2,1
158,151,6,2020-08-26 20:30:08,12.000000,"F3173",3,1
158,154,1,2020-08-16 21:41:19,22.000000,"F0000",2,4
158,154,1,2020-08-27 20:42:00,22.000000,"F2474",1,4
158,154,1,2020-08-29 20:17:38,22.000000,"F2246",1,2
158,155,1,2020-08-12 22:02:21,27.000000,"F3527",1,2
158,155,1,2020-08-20 20:35:41,27.000000,"F3874",3,2
158,155,1,2020-08-26 20:30:08,27.000000,"F3173",5,3
158,155,1,2020-08-27 20:42:00,27.000000,"F2474",2,2
158,161,1,2020-08-17 20:33:54,12.000000,"F4277",1,4
158,163,1,2020-08-18 20:25:10,20.000000,"F4082",1,3
158,164,1,2020-08-26 20:30:08,81.000000,"F3173",1,3
158,166,1,2020-08-20 20:35:41,85.000000,"F3874",1,3
158,170,2,2020-08-26 20:30:08,20.000000,"F3173",4,4
159,16,1,2020-08-14 22:09:56,5.000000,"F0000",3,5
159,128,1,2020-08-14 22:09:56,25.000000,"F0000",2,5
159,128,1,2020-08-16 21:41:38,25.000000,"F0000",2,2
159,130,1,2020-08-18 20:25:22,21.000000,"F5494",1,3
159,130,3,2020-08-25 20:39:10,21.000000,"F0000",1,4
159,135,1,2020-08-28 20:21:28,21.000000,"F3204",1,5
159,135,2,2020-08-13 21:58:34,21.000000,"F0000",1,4
159,138,1,2020-08-29 20:17:47,22.000000,"F1426",1,5
159,140,1,2020-08-16 21:41:38,26.000000,"F0000",1,1
159,140,2,2020-08-24 20:20:23,26.000000,"F3215",2,2
159,146,1,2020-08-22 20:22:32,85.000000,"F3302",1,4
159,148,1,2020-08-21 20:16:15,90.000000,"F3159",1,5
159,151,3,2020-08-21 20:16:15,12.000000,"F3159",2,3
159,151,6,2020-08-22 20:22:32,12.000000,"F3302",2,2
159,154,1,2020-08-15 21:48:40,22.000000,"F0000",1,1
159,154,1,2020-08-23 20:24:39,22.000000,"F2661",1,1
159,155,1,2020-08-17 20:33:58,27.000000,"F3423",1,3
159,155,1,2020-08-21 20:16:15,27.000000,"F3159",3,3
159,155,1,2020-08-24 20:20:23,27.000000,"F3215",1,5
159,155,1,2020-08-26 20:30:20,27.000000,"F2060",1,4
159,155,2,2020-08-12 22:03:10,27.000000,"F0000",1,3
159,156,2,2020-08-27 20:42:22,30.000000,"F2005",1,2
159,159,1,2020-08-12 22:03:10,20.000000,"F0000",2,1
159,159,1,2020-08-14 22:09:56,20.000000,"F0000",1,1
159,160,1,2020-08-12 22:03:10,25.000000,"F0000",3,4
159,161,2,2020-08-20 20:35:50,12.000000,"F2030",1,4
159,166,1,2020-08-19 20:17:44,85.000000,"F3413",1,3
160,12,1,2020-08-13 21:58:55,30.000000,"F0000",2,3
160,12,1,2020-08-20 20:35:53,30.000000,"F2125",1,1
160,51,1,2020-08-19 20:17:57,15.000000,"F4719",2,2
160,107,1,2020-08-19 20:17:57,10.000000,"F4719",1,3
160,124,2,2020-08-25 20:39:23,25.000000,"F3517",1,4
160,128,1,2020-08-14 22:10:25,25.000000,"F0000",1,5
160,130,1,2020-08-23 20:24:53,21.000000,"F0000",3,4
160,130,1,2020-08-28 20:21:35,21.000000,"F3385",1,4
160,134,1,2020-08-13 21:58:55,15.000000,"F0000",3,2
160,135,1,2020-08-23 20:24:53,21.000000,"F0000",2,4
160,139,1,2020-08-13 21:58:55,21.000000,"F0000",1,1
160,146,1,2020-08-21 20:16:21,85.000000,"F3633",1,5
160,146,1,2020-08-29 20:18:42,85.000000,"F3569",1,4
160,148,1,2020-08-22 20:22:44,90.000000,"F4663",1,5
160,151,3,2020-08-21 20:16:21,12.000000,"F3633",2,1
160,151,3,2020-08-29 20:18:42,12.000000,"F3569",2,1
160,151,4,2020-08-17 20:34:45,12.000000,"F2629",1,3
160,154,1,2020-08-15 21:50:37,22.000000,"F0000",1,3
160,154,1,2020-08-16 21:41:54,22.000000,"F0000",1,3
160,154,2,2020-08-23 20:24:53,22.000000,"F0000",1,3
160,154,3,2020-08-26 20:30:24,22.000000,"F2856",1,3
160,155,1,2020-08-21 20:16:21,27.000000,"F3633",3,1
160,157,1,2020-08-27 20:42:45,32.000000,"F2990",1,1
160,159,1,2020-08-22 20:22:44,20.000000,"F4663",2,1
160,160,1,2020-08-12 22:03:35,25.000000,"F0000",1,5
160,161,3,2020-08-24 20:20:33,12.000000,"F0000",1,2
160,164,1,2020-08-17 20:34:45,81.000000,"F2629",2,4
160,167,1,2020-08-18 20:25:24,10.000000,"F4125",1,4
161,2,1,2020-08-19 20:18:12,8.000000,"F4063",1,2
161,12,1,2020-08-15 21:50:56,30.000000,"F0000",1,3
161,123,1,2020-08-21 20:16:32,8.000000,"F6770",3,1
161,124,1,2020-08-28 20:21:39,25.000000,"F3493",1,5
161,128,1,2020-08-13 21:59:04,25.000000,"F0000",1,4
161,130,1,2020-08-12 22:04:51,21.000000,"F0000",1,4
161,130,1,2020-08-26 20:30:42,21.000000,"F0000",1,4
161,130,2,2020-08-27 20:43:24,21.000000,"F0000",1,4
161,135,1,2020-08-16 21:43:20,21.000000,"F0000",1,5
161,136,1,2020-08-14 22:11:44,25.000000,"F0000",1,4
161,139,2,2020-08-27 20:43:24,21.000000,"F0000",2,1
161,146,1,2020-08-22 20:22:50,85.000000,"F4675",2,3
161,146,1,2020-08-29 20:18:51,85.000000,"F3142",1,2
161,148,1,2020-08-25 20:39:31,90.000000,"F4558",1,3
161,148,4,2020-08-21 20:16:32,90.000000,"F6770",1,3
161,151,2,2020-08-24 20:20:42,12.000000,"F4505",2,2
161,151,2,2020-08-29 20:18:51,12.000000,"F3142",2,2
161,151,3,2020-08-20 20:35:59,12.000000,"F2269",1,3
161,151,3,2020-08-22 20:22:50,12.000000,"F4675",1,3
161,154,1,2020-08-18 20:25:30,22.000000,"F3608",1,4
161,154,1,2020-08-23 20:25:07,22.000000,"F3765",1,5
161,154,1,2020-08-25 20:39:31,22.000000,"F4558",2,4
161,155,1,2020-08-20 20:35:59,27.000000,"F2269",2,1
161,161,1,2020-08-14 22:11:44,12.000000,"F0000",2,5
161,161,1,2020-08-17 20:34:49,12.000000,"F3423",1,3
161,163,1,2020-08-21 20:16:32,20.000000,"F6770",2,1
161,164,1,2020-08-24 20:20:42,81.000000,"F4505",1,3
162,2,1,2020-08-19 20:18:18,8.000000,"F4159",1,4
162,15,1,2020-08-17 20:35:21,35.000000,"F0000",3,2
162,16,1,2020-08-13 21:59:13,5.000000,"F0000",1,4
162,16,6,2020-08-14 22:12:32,5.000000,"F0000",1,1
162,107,2,2020-08-17 20:35:21,10.000000,"F0000",2,3
162,128,1,2020-08-17 20:35:21,25.000000,"F0000",1,3
162,128,1,2020-08-24 20:20:50,25.000000,"F3517",1,3
162,130,4,2020-08-21 20:16:45,21.000000,"F0000",1,4
162,135,1,2020-08-25 20:39:47,21.000000,"F0000",1,5
162,139,1,2020-08-23 20:25:20,21.000000,"F0000",3,5
162,148,1,2020-08-26 20:30:52,90.000000,"F4623",1,5
162,151,4,2020-08-23 20:25:20,12.000000,"F0000",2,1
162,154,1,2020-08-20 20:36:09,22.000000,"F3426",1,4
162,154,2,2020-08-29 20:18:58,22.000000,"F3142",1,2
162,155,1,2020-08-20 20:36:09,27.000000,"F3426",2,5
162,155,1,2020-08-26 20:30:52,27.000000,"F4623",2,2
162,156,1,2020-08-12 22:08:34,30.000000,"F0000",1,4
162,156,1,2020-08-24 20:20:50,30.000000,"F3517",2,5
162,156,1,2020-08-27 20:43:35,30.000000,"F2559",1,4
162,156,1,2020-08-28 20:21:43,30.000000,"F4513",1,3
162,161,1,2020-08-15 21:51:09,12.000000,"F0000",1,2
162,161,1,2020-08-16 21:43:28,12.000000,"F3816",1,4
162,161,1,2020-08-18 20:25:37,12.000000,"F2142",1,3
162,161,1,2020-08-19 20:18:18,12.000000,"F4159",2,3
162,164,1,2020-08-23 20:25:20,81.000000,"F0000",1,3
163,12,1,2020-08-13 21:59:18,30.000000,"F0000",1,2
163,16,1,2020-08-14 22:12:36,5.000000,"F0000",1,3
163,74,2,2020-08-19 20:18:24,25.000000,"F2073",2,3
163,107,1,2020-08-12 22:09:58,10.000000,"F0000",1,1
163,123,1,2020-08-26 20:31:06,8.000000,"F0000",1,1
163,124,1,2020-08-29 20:19:08,25.000000,"F4572",1,5
163,124,2,2020-08-25 20:39:56,25.000000,"F4710",1,5
163,128,1,2020-08-24 20:20:55,25.000000,"F2737",1,3
163,129,2,2020-08-26 20:31:06,16.000000,"F0000",2,1
163,146,1,2020-08-22 20:23:10,85.000000,"F4453",3,5
163,151,1,2020-08-22 20:23:10,12.000000,"F4453",1,2
163,151,2,2020-08-22 20:23:10,12.000000,"F4453",2,4
163,151,5,2020-08-27 20:43:40,12.000000,"F2990",2,1
163,154,1,2020-08-15 21:52:50,22.000000,"F0000",1,5
163,154,1,2020-08-17 20:35:25,22.000000,"F3874",1,3
163,154,1,2020-08-20 20:36:43,22.000000,"F2125",1,4
163,154,2,2020-08-21 20:16:55,22.000000,"F3612",1,3
163,155,1,2020-08-25 20:39:56,27.000000,"F4710",2,3
163,155,1,2020-08-28 20:21:47,27.000000,"F4173",1,2
163,155,2,2020-08-16 21:44:14,27.000000,"F0000",1,4
163,156,1,2020-08-27 20:43:40,30.000000,"F2990",3,4
163,161,1,2020-08-18 20:25:57,12.000000,"F0000",1,1
163,161,1,2020-08-23 20:25:25,12.000000,"F2007",1,4
163,164,1,2020-08-27 20:43:40,81.000000,"F2990",1,5
163,169,1,2020-08-19 20:18:24,25.000000,"F2073",1,3
164,12,1,2020-08-27 20:44:16,30.000000,"F1647",2,5
164,15,1,2020-08-24 20:21:12,35.000000,"F2081",3,1
164,16,1,2020-08-13 22:00:18,5.000000,"F0000",1,2
164,19,1,2020-08-20 20:37:56,20.000000,"F3758",1,3
164,21,1,2020-08-18 20:26:01,30.000000,"F0000",1,2
164,124,1,2020-08-28 20:22:01,25.000000,"F2507",1,5
164,124,1,2020-08-28 20:22:01,25.000000,"F2507",3,5
164,128,1,2020-08-15 21:54:29,25.000000,"F3587",1,5
164,128,1,2020-08-26 20:31:21,25.000000,"F2081",4,4
164,130,1,2020-08-19 20:18:46,21.000000,"F2643",1,5
164,136,1,2020-08-27 20:44:16,25.000000,"F1647",1,2
164,138,2,2020-08-28 20:22:01,22.000000,"F2507",2,4
164,140,1,2020-08-12 22:12:41,26.000000,"F0000",1,3
164,146,1,2020-08-22 20:23:14,85.000000,"F4374",2,4
164,148,1,2020-08-16 21:45:38,90.000000,"F0000",1,5
164,148,1,2020-08-23 20:25:28,90.000000,"F3244",1,4
164,148,3,2020-08-26 20:31:21,90.000000,"F2081",1,5
164,151,3,2020-08-16 21:45:38,12.000000,"F0000",3,2
